ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
-	ʁəfʁene	-	refɾenaɾ	ʁefɹiaɹ	rɛfreːnaːrɛ
refridʒeɾatsje	ʁefʁiʒeʁasjɔ̃	refridʒeratsione	refɾixeɾaθjon	ʁefɹiʒeɾɐsɐ̃ʊ̃	rɛfriːɡɛraːtɪoːnɛm
-	-	-	refɾixeɾjo	ʁefɹiʒɛɾjʊ	reːfriːɡɛrɪʊm
-	-	-	-	ɐʁɨfɨseɹ	rɛfriːɡeːskɛrɛ
-	-	-	refulxiɾ	-	rɛfʊlɡeːrɛ
-	-	rɛdʒʒa	-	-	reːɡɪam
-	-	rɛdʒo	rexjo	-	reːɡɪʊm
-	ʁeɲe	reɲare	reɪnaɾ	ʁeɪnaɹ	reːŋnaːrɛ
-	ʁeʒiʁ	rɛdʒʒere	rexiɾ	ʁɨʒeɹ	rɛɡɛrɛ
-	-	reɡredire	-	-	rɛɡrɛdiː
reɡulə	ʁɛɡl	rɛɡola	reɣla	-	reːɡʊlam
reɡular	ʁeɡylje	reɡolare	reɣulaɾ	ʁeɡulaɹ	reːɡʊlaːrɛm
reɡulaɾitate	ʁeɡylaʁite	reɡolarita	reɣulaɾiðad	ʁeɡulɐɾidadɨ	reːɡʊlaːrɪtaːtɛm
reɡula	ʁeɡle	reɡolare	reɣlaɾ	ʁɨɡɹaɹ	reːɡʊlaːrɛ
-	ʁəlatif	relativo	relatiβo	ʁelɐtivʊ	rɛlaːtiːwʊm
-	ʁəlaksasjɔ̃	-	relaxaθjon	ʁelɐʃɐsɐ̃ʊ̃	rɛlaksaːtɪoːnɛm
relaksa	ʁəlakse	rilassare	relaxaɾ	ʁelɐʃaɹ	rɛlaksaːrɛ
-	ʁəleɡasjɔ̃	releɡatsione	releɣaθjon	ʁelɨɡɐsɐ̃ʊ̃	rɛleːɡaːtɪoːnɛm
-	ʁəleɡe	releɡare	releɣaɾ	ʁelɨɡaɹ	rɛlɛɡɛrɛ
releva	ʁəlve	rilevare	relβaɾ	ʁɛlvaɹ	rɛlɛwaːrɛ
-	ʁəlje	rileɡare	reliɣaɾ	ʁeliɡaɹ	rɛlɪɡaːrɛ
-	-	-	relinkiɾ	-	rɛlɪŋkwɛrɛ
-	ʁəlik	relikwja	relikja	ʁelikiɐ	reːlɪkwɪaːs
-	ʁəlik	-	relikja	-	rɛlɪkwʊm
-	ʁəlyiʁ	rilutʃere	-	-	rɛluːkeːrɛ
rəmɨne	-	rimanɛre	remaniɾ	-	rɛmaneːrɛ
-	ʁəmemoʁasjɔ̃	-	-	-	rɛmɛmɔraːtɪoːnɛm
-	ʁəmemoʁe	rimembrare	remembɾaɾ	-	rɛmɛmɔraːriː
-	-	-	remeθeɾ	ʁemɨʃeɹ	rɛmɪskeːrɛ
-	ʁəmɛtʁ	-	-	-	rɛmɪttɛrɛ
-	-	-	remoθjon	-	rɛmoːtɪoːnɛm
-	ʁəmuvwaʁ	rimuɔvere	remoβeɾ	ʁemuveɹ	rɛmɔweːrɛ
-	ʁemyneʁe	-	remuneɾaɾ	-	rɛmuːnɛraːrɛ
ramə	ʁam	rɛmo	remo	ʁemʊ	reːmʊm
rɨnə	ʁɛ̃	rene	rene	ʁiŋ	reːnɛm
renovatsje	ʁenovasjɔ̃	rinnovatsione	renoβaθjon	ʁenuvɐsɐ̃ʊ̃	rɛnɔwaːtɪoːnɛm
renuntsa	ʁənɔ̃se	rinuntʃare	renunθjaɾ	ʁenũŋsiaɹ	rɛnʊntɪaːrɛ
-	-	-	renwiɾ	ʁenuiɹ	rɛnʊɛrɛ
repaɾa	ʁepaʁe	ripaɾare	repaɾaɾ	ʁepɐɾaɹ	rɛparaːrɛ
repauza	ʁəpoze	ripozare	reposaɾ	ʁepuwzaɹ	rɛpaʊsaːrɛ
-	-	repɛllere	repeleɾ	ʁepɨliɹ	rɛpɛllɛrɛ
-	ʁepɛʁkysjɔ̃	riperkussione	repeɾkusjon	ʁepɨɾəkusɐ̃ʊ̃	rɛpɛrkʊtɛrɛ
-	ʁəpɛʁtuʁ	-	-	-	rɛpɛrtoːrɛm
repeta	ʁepete	ripetere	repetiɾ	ʁepɨtiɹ	rɛpɛtɛrɛ
-	-	repletsione	-	-	rɛpleːtɪoːnɛm
replikatsje	ʁeplikasjɔ̃	replikatsione	replikaθjon	ʁeplikɐsɐ̃ʊ̃	rɛplɪkaːtɪoːnɛm
replika	ʁəplie	replikare	replikaɾ	ʁeplikaɹ	rɛplɪkaːrɛ
rəpune	ʁəpoze	ripɔrre	reponeɾ	ʁɨpoɹ	rɛpoːnɛrɛ
-	ʁəpʁɑ̃dʁ	riprɛndere	repɾendeɾ	ʁepɹieɪŋdeɹ	rɛprɛhɛndɛrɛ
-	ʁepʁeɑ̃sibl	reprensibile	repɾensiβle	ʁepɹieɪŋsivɛl	rɛprɛhɛnsɪbɪlɛm
-	ʁepʁeɑ̃sjɔ̃	riprensione	repɾensjon	ʁepɹieɪŋsɐ̃ʊ̃	rɛprɛhɛnsɪoːnɛm
-	ʁepʁime	-	-	-	rɛprɪmɛrɛ
-	ʁepʁuve	riprovare	repɾoβaɾ	ʁepɹuvaɹ	rɛprɔbaːrɛ
-	-	-	repptaɾ	-	reːptaːrɛ
-	-	ripudjare	repuðjaɾ	-	rɛpʊdɪaːrɛ
repuɡna	ʁepyɲe	ripuɲare	repuɡnaɾ	ʁepuɡnaɹ	rɛpʊŋnaːrɛ
-	-	-	repoʎaɾ	-	rɛpʊllʊlaːrɛ
-	ʁepyte	reputare	repptaɾ	ʁɨptaɹ	rɛpʊtaːrɛ
-	-	-	-	ʁɛkiɨ	rɛkwɪɛm
-	-	-	-	ʁekɨɾeɹ	rɛkwiːrɛrɛ
-	ʁiɛ̃	-	res	ʁɨʃ	rɛm
-	-	-	repuβlika	-	rɛspuːblɪkam
-	ʁəzaʁsiʁ	rizartʃire	resaɾθiɾ	ʁɨsɐɾəsiɹ	rɛsarkiːrɛ
-	ʁɛsɛ̃de	reʃindere	resθindiɾ	ʁesiŋdiɹ	rɛskɪndɛrɛ
-	-	rezekare	rasɣaɾ	ʁɐʒɡaɹ	rɛsɛkaːrɛ
-	ʁezɛʁvasjɔ̃	rizervatsione	reseɾβaθjon	ʁezɨɾəvɐsɐ̃ʊ̃	rɛsɛrwaːtɪoːnɛm
-	ʁezide	rizedere	-	-	rɛsɪdeːrɛ
-	ʁeziɲe	rasseɲare	reseɲaɾ	-	rɛsɪŋnaːrɛ
rəsuna	ʁezɔne	rizonare	resonaɾ	ʁɨsunaɹ	rɛsɔnaːrɛ
-	ʁɛsplɑ̃diʁ	risplɛndere	resplandeθeɾ	-	rɛsplɛndeːrɛ
rəspuns	ʁepɔ̃s	respɔnso	responso	ʁeʃpoŋsʊ	rɛspoːnsʊm
republikə	ʁepyblik	repubblika	repuβlika	ʁepublikɐ	rɛmpuːblɪkam
-	ʁɛstoʁasjɔ̃	restauratsione	restaʊɾaθjon	ʁeʃtaʊɾɐsɐ̃ʊ̃	reːstaʊraːtɪoːnɛm
-	ʁɛstoʁe	ristorare	restaʊɾaɾ	ʁeʃtaʊɾaɹ	rɛstaʊraːrɛ
-	-	rɛsta	rista	ʁɛʃtɨ	rɛstɛm
restituj	ʁɛstitye	restituire	restitwiɾ	-	rɛstɪtʊɛrɛ
-	-	restitutsione	-	-	rɛstɪtuːtɪoːnɛm
-	ʁɛste	restare	restaɾ	ʁɨʃtaɹ	rɛstaːrɛ
-	ʁɛstʁɛ̃	-	-	-	rɛstrɪktʊm
restrɨŋdʒe	ʁɛstʁɛ̃dʁ	restrindʒere	restɾiŋxiɾ	ʁeʃtɹiŋʒiɹ	rɛstrɪŋɡɛrɛ
rezuma	ʁezyme	rezumere	resumiɾ	ʁezumiɹ	rɛsuːmɛrɛ
-	ʁezysitasjɔ̃	rizuʃitatsione	resuθitaθjon	ʁɨsusitɐsɐ̃ʊ̃	rɛsʊskɪtaːtɪoːnɛm
-	ʁətaʁde	ritardare	retaɾðaɾ	-	rɛtardaːrɛ
retsea	ʁɛ	rete	red	ʁedɨ	reːtɛ
-	ʁetjɛʁ	retsjario	reθjaɾjo	ʁesiaɾjʊ	reːtɪaːrɪʊm
-	-	retitʃere	retiθeɾ	-	rɛtɪkeːrɛ
-	ʁetinakl	-	retinakulo	-	rɛtɪnaːkʊlʊm
retsine	ʁətniʁ	ritenɛre	reteneɾ	ʁɨteɹ	rɛtɪneːrɛ
-	ʁetɔʁke	ritɔrtʃere	retoɾθeɾ	-	rɛtɔrkweːrɛ
-	ʁetʁaksjɔ̃	retratsione	retɾakθjon	ʁetɹɐsɐ̃ʊ̃	rɛtraktɪoːnɛm
-	ʁetʁakte	ritrattare	retɾataɾ	ʁetɹɐtaɹ	rɛtraktaːrɛ
retradʒe	ʁətʁɛʁ	ritrarre	retɾaeɾ	ʁetɹɐiɹ	rɛtrahɛrɛ
-	ʁetʁibye	retribuire	retɾiβwiɾ	ʁetɹibuiɹ	rɛtrɪbʊɛrɛ
-	ʁetʁosede	retrotʃedere	retɾoθeðeɾ	ʁetɹusɨdeɹ	rɛtroːkeːdɛrɛ
revenʲi	ʁəvniʁ	rivenire	reβeniɾ	ʁɨviɹ	rɛwɛniːrɛ
-	ʁevɛʁbeʁe	-	reβeɾβeɾaɾ	-	rɛwɛrbɛraːrɛ
-	-	reverɛnte	reβeɾɛnte	ʁevɨɾeɪŋtɨ	rɛwɛrɛntɛm
-	ʁeveʁɑ̃s	-	-	-	rɛwɛrɛntɪam
revərsa	-	-	reβesaɾ	ʁevɨɾəsaɹ	rɛwɛrsaːrɛ
-	ʁəvɛʁse	riversare	reβeɾtiɾ	-	rɛwɛrtiː
revedea	ʁəvwaʁ	rivedɛre	reβeɾ	ʁɨveɹ	rɛwɪdeːrɛ
-	-	-	reβenθeɾ	-	rɛwɪŋkɛrɛ
-	ʁevize	-	-	-	rɛwiːsɛrɛ
-	ʁevokasjɔ̃	revokatsione	reβokaθjon	ʁevuɡɐsɐ̃ʊ̃	rɛwɔkaːtɪoːnɛm
revoka	ʁevoke	revokare	reβokaɾ	ʁevuɡaɹ	rɛwɔkaːrɛ
-	-	rivoldʒere	reβolβeɾ	ʁɨvulveɹ	rɛwɔlwɛrɛ
-	ʁetœʁ	-	retoɾ	-	rheːtɔrɛm
-	ʁym	reuma	-	-	rhɛʊma
-	ʁɔ̃bɔid	-	-	-	rhɔmbɔiːdɛm
-	-	-	ronkaɾ	ʁuŋkaɹ	rhɔŋkʰaːrɛ
-	ʁiktys	-	riktus	ʁitʊ	rɪktʊm
rɨde	ʁiʁ	ridere	reiɾ	ʁiɹ	riːdeːrɛ
ridika	-	-	roðɾiɣon	-	rɪdɪkam
-	ʁiʒidite	-	-	-	rɪɡɪdɪtaːtɛm
ridʒid	ʁiʒid	ridʒido	rixiðo	ʁiʒidʊ	rɪɡɪdʊm
-	-	-	reɣaɾ	ʁɨɡaɹ	rɪɡaːrɛ
-	-	riɡorozo	riɣuɾoso	ʁiɡuɾozʊ	rɪɡɔrɔsʊm
-	-	-	reɲiɾ	-	rɪŋɡiː
rɨpə	ʁiv	riva	riβa	ʁibɐ	riːpam
rɨs	ʁi	rizo	risa	ʁizʊ	riːsʊm
rit	ʁit	rito	rito	ʁitʊ	riːtʊm
-	-	rivolo	-	-	riːwʊlʊm
ryw	ʁy	rivo	rio	ʁiʊ	riːwʊm
-	ʁiks	rissa	rixa	ʁiʃɐ	rɪksam
rudʒinos	ʁybiʒinø	rubidʒinozo	-	ʁubiʒinozʊ	roːbiːɡɪnoːsʊm
rudʒinə	ʁuj	-	roβin	ʁubiʒeɪŋ	roːbiːɡɪnɛm
-	ʁuvʁ	rovere	roβle	ʁoblɨ	roːbʊr
ruɡəminte	-	-	-	-	rɔɡaːmɛntʊm
-	-	-	roɣaðoɾ	-	rɔɡaːtoːrɛm
ruɡa	-	roɡare	roɣaɾ	ʁuɡaɹ	rɔɡaːrɛ
ruɡ	-	rɔɡo	-	-	rɔɡʊm
roman	ʁomɛ̃	romano	romano	ʁumɐ̃ʊ̃	roːmaːnʊm
rowɾa	-	-	roɾaɾ	ʁuɾaɹ	roːraːrɛ
rowə	ʁoʁik	rudʒada	-	-	roːrɛm
rozmaɾin	ʁomaʁɛ̃	rozmarino	-	ʁuʒmɐɾiɲʊ	roːsmariːnʊm
-	-	-	ruθjo	ʁusʊ	roːskɪdʊm
rozmaɾin	ʁomaʁɛ̃	rozmarino	rosmaɾino	ʁuʒmɐniɲʊ	roːrɛmmariːnʊm
rost	ʁɔstʁ	rɔstro	rostɾo	ʁɔʃtɹʊ	roːstrʊm
-	ʁwɛl	rotɛlla	roðiʎa	ʁudɛlɐ	rɔtɛllam
-	ʁode	rotare	rotaɾ	ʁutaɹ	rɔtaːrɛ
roibə	-	rɔbbia	ruβja	ʁuivɐ	rʊbɪam
-	ʁybikɔ̃	-	-	-	rʊbɪkʊndʊm
-	-	-	ruβoɾ	ʁuboɹ	rʊboːrɛm
-	ʁybʁik	rubrika	ruβɾika	ʁubɹikɐ	rʊbriːkam
ruɡ	-	rovo	-	-	rʊbʊm
-	ʁote	ruttare	rutaɾ	-	rʊktaːrɛ
-	ʁo	rutto	-	ɐʁɔtʊ	ruːktʊm
-	ʁyd	rude	ruðo	ʁudɨ	rʊdɛm
-	-	rudere	-	-	ruːdʊs
-	-	rufo	rufo	-	ruːfʊm
-	ʁy	ruɡa	ruɣa	ʁuɡɐ	ruːɡam
rudʒʲ	ʁyʒiʁ	rudʒʒire	ruxiɾ	ʁuʒiɹ	ruːɡiːrɛ
-	ʁyɡø	-	ruɣoso	-	ruːɡoːsʊm
ruinos	ʁyinø	rovinozo	ruinoso	ʁuinozʊ	rʊiːnoːsʊm
-	ʁɔ̃s	rɔmitʃe	romaθa	-	rʊmɪkɛm
-	ʁymine	ruminare	-	ʁuminaɹ	ruːmɪnaːriː
-	ʁymœʁ	rumore	rumoɾ	ʁumoɹ	ruːmoːrɛm
-	-	-	runa	-	ruːnam
-	ʁye	-	ruiɾ	ʁuiɹ	rʊɛrɛ
-	-	rupe	rupe	-	ruːpɛm
-	ʁyʃ	-	-	-	rʊskam
-	-	rustikano	-	ʁuʃtikɐ̃nʊ	ruːstɪkaːnʊm
rutə	ʁy	ruta	ruða	ɐʁudɐ	ruːtam
-	ʁaːbl	-	-	-	rʊtaːbʊlʊm
-	-	-	rutilaɾ	ʁutilaɹ	rʊtɪlaːrɛ
-	-	-	-	ʁutilʊ	rʊtɪlʊm
-	-	-	-	ʁɔdʊ	rʊtrʊm
-	-	-	saβana	-	sabanʊm
-	sabatism	-	-	-	sabbatɪsmʊm
-	sablɔ̃	sabbione	saβlon	-	sabʊloːnɛm
-	sabl	sabbia	-	saɪbɹʊ	sabʊlʊm
-	-	dzavɔrra	saβura	sɐbuʁɐ	sabʊrram
-	-	sakkarino	-	-	sakkʰarʊm
səkui	sakyl	sakkulo	-	sakulʊ	sakkʊlʊm
sakru	-	sakro	sakɾo	sakɹʊ	sakrʊm
satʃerdot	-	satʃerdɔte	saθeɾðote	sɐsɨɾədɔtɨ	sakɛrdoːtɛm
satʃerdotsiw	sasɛʁdɔs	satʃerdɔtsio	saθeɾðoθjo	sɐsɨɾədɔsjʊ	sakɛrdoːtɪʊm
-	-	saɡoma	-	-	saːkoːma
-	sakʁamɑ̃tal	sakramentale	-	-	sakraːmɛntaːlɛm
-	-	sakrario	saɣɾaɾjo	sɐkɹaɾjʊ	sakraːrɪʊm
-	-	-	-	sɐɡɹɐsɐ̃ʊ̃	sakraːtɪoːnɛm
-	-	sakrifikale	-	-	sakrɪfɪkaːlɛm
-	sakʁifikatœʁ	sakrifikatore	sakɾifikaðoɾ	sɐkɹifikɐdoɹ	sakrɪfɪkaːtoːrɛm
sakrifitʃiw	sakʁifis	sakrifitʃo	sakɾifiθjo	sɐkɹifisjʊ	sakrɪfɪkɪʊm
-	-	-	-	sɐkɹifikulʊ	sakrɪfɪkʊlʊm
-	-	sakrifiko	-	-	sakrɪfɪkʊm
sakrileɡ	sakʁilɛʒ	sakrileɡo	sakɾileɣo	sɐkɹilɨɡʊ	sakrɪlɛɡʊm
-	-	-	-	sɐkɹiʃtiɐ	sakrɪstɪam
sakra	sakʁe	sakrare	-	sɐɡɹaɹ	sakraːrɛ
-	-	sjɛpe	seβe	sɛbɨ	saɪpɛm
-	-	-	-	sɛtʊ	saɪptʊm
-	swa	seta	seða	sɛtɐ	saɪtam
-	seviʁ	-	-	-	saɪwiːrɛ
-	-	saɡa	-	-	saːɡam
sədʒetar	saʒitɛʁ	sadʒittario	saxitaɾjo	sɐʒitaɾjʊ	saɡɪttaːrɪʊm
sədʒeta	-	saettare	-	sɐʒitaɹ	saɡɪttaːrɛ
-	sɔm	salma	-	-	saɡmam
-	sɔmje	somiɛre	-	sumeɪɾʊ	saɡmaːrɪʊm
-	saɡɔklamid	-	-	-	saɡɔkʰlamydɛm
-	salasite	-	salaθiðad	sɐlɐsidadɨ	salaːkɪtaːtɛm
salaɾiw	salɛʁ	salario	salaɾjo	sɐlaɾjʊ	salaːrɪʊm
-	salas	salatʃe	-	-	salaːkɛm
səltʃet	sosɛ	salitʃeto	salθeðo	-	salɪkeːtʊm
səninə	-	salina	salina	sɐlinɐ	saliːnam
-	-	salivare	saliβaɾ	-	saliːwaːrɛ
saltʃje	-	salitʃe	salθe	sɑlɡeɪɾʊ	salɪkɛm
-	-	salsa	salsa	sɑlsɐ	salsam
saltatsje	saltasjɔ̃	saltatsione	saltaθjon	-	saltaːtɪoːnɛm
salt	so	salto	soto	sowtʊ	saltʊm
-	salybʁ	salubre	saluβɾe	sɐlubɹɨ	saluːbrɛm
-	salybʁite	salubrita	saluβɾiðad	sɐlubɹidadɨ	saluːbrɪtaːtɛm
salut	saly	salute	salud	sɐudɨ	saluːtɛm
-	salytɛʁ	salutare	-	sɐlutaɹ	saluːtaːrɛm
salutatsje	salytasjɔ̃	salutatsione	saluðaθjon	saʊdɐsɐ̃ʊ̃	saluːtaːtɪoːnɛm
-	salye	salutare	saluðaɾ	saʊdaɹ	saluːtaːrɛ
-	-	salvifiko	-	-	salwɪfɪkʊm
salva	sove	salvare	salβaɾ	sɑlvaɹ	salwaːrɛ
-	sof	salvo	salβo	sɑlvʊ	salwʊm
sok	syʁo	sambuko	saβuko	sɐbukʊ	sambuːkʊm
-	-	sansa	-	-	sampsam
-	-	sanabile	sanaβle	-	saːnaːbɪlɛm
-	sanasjɔ̃	sanatsione	sanaθjon	-	saːnaːtɪoːnɛm
-	-	santʃire	-	-	saŋkiːrɛ
-	sɑ̃ksjɔ̃	-	sanθjon	sɐ̃ŋsɐ̃ʊ̃	saːŋktɪoːnɛm
-	sɛ̃tte	santita	santiðad	sɐ̃ŋtidadɨ	saːŋktɪtaːtɛm
sɨnt	sɛ̃	santo	santo	sɐ̃ŋtʊ	saːŋktʊm
-	-	sandone	-	-	sandoːneːs
-	sɑ̃ɡinɛʁ	saŋɡwinario	saŋɡinaɾjo	-	saŋɡwɪnaːrɪʊm
sɨŋdʒeɾa	sɛɲe	saŋɡwinare	saŋɡɾaɾ	sɐ̃ŋɡɹaɹ	saŋɡwɪnaːrɛ
-	sɑ̃ɡinolɑ̃	saŋɡwinolɛnto	saŋɡinolɛnto	-	saŋɡwɪnɔlɛntʊm
sɨŋdʒeɾos	-	saŋɡwinozo	saŋɡinoso	sɐ̃ŋɡwinozʊ	saŋɡwɪnoːsʊm
-	-	saŋɡwizuɡa	-	-	saŋɡwɪsuːɡam
-	-	-	sanjes	sɐ̃njɨ	sanɪɛm
-	-	sanare	sanaɾ	sɐɾaɹ	saːnaːrɛ
sənətos	sɛ̃	sano	sano	sɐ̃ʊ̃	saːnʊm
-	sapid	-	saβjo	sabjʊ	sapɪdʊm
sapjentsə	sapjɑ̃s	sapjɛntsa	sapjɛnθja	-	sapɪɛntɪam
-	savwaʁ	sapere	saβeɾ	sɐbeɹ	sapɛrɛ
səpun	savɔ̃	sapone	xaβon	sɐbɐ̃ʊ̃	saːpoːnɛm
savɔaɾe	savœʁ	sapore	saβoɾ	sɐboɹ	sapoːrɛm
-	sapɛ̃	-	-	-	sappɪnʊm
sartʃinə	-	sartʃina	saɾθina	-	sarkɪnam
-	-	-	suɾθiɾ	sɨɾəziɹ	sarkiːrɛ
-	-	sarkio	satʃo	saʃʊ	sarkʊlʊm
-	-	sardɔnitʃe	-	-	sardɔnykʰa
-	saʁ	saɾaɡo	saɾɣo	saɾəɡʊ	sarɡʊm
-	saʁmɑ̃	sarmento	saɾmjɛnto	sɐɾəmeɪŋtʊ	sarmɛntʊm
-	-	-	seɾpoʎo	-	sarpɛrɛ
-	satɛlit	satɛllite	satelite	-	satɛllɪtɛm
-	ʁasazje	-	saθjaɾ	sɐsiaɹ	satɪaːrɛ
-	-	satira	-	satiɾɐ	satɪram
-	satiʁik	satiriko	satiɾiko	sɐtiɾikʊ	satɪrɪkʊm
satisfatʃe	-	-	-	sɐtiʃfɐzeɹ	satɪsfakɛrɛ
satisfaktsie	satisfaksjɔ̃	soddisfatsione	satisfakθjon	sɐtiʃfɐsɐ̃ʊ̃	satɪsfaktɪoːnɛm
-	-	-	satiβo	-	satiːwʊm
-	-	saturo	-	-	satʊrʊm
-	saʁjɛt	santoredʒʒa	-	-	satʊreːjam
satuɾa	satyʁe	saturare	satuɾaɾ	sɐtuɾaɹ	satʊraːrɛ
satir	satiʁ	satiro	satiɾo	satiɾʊ	satyrʊm
-	-	-	-	saksiʊ	saksɛʊm
-	-	sasso	saxo	seɪʃʊ	saksʊm
skabje	-	skabbia	-	-	skabɪɛm
skalar	ɛskalje	skalare	eskalaɾ	ʃkɐleɪɾɐ	skaːlaːrɛm
-	-	skalpɛllo	eskalpelo	ʃkɑlpɛlʊ	skalpɛllʊm
-	ɛskupʁo	-	eskoplo	ʃkɔpɹʊ	skalprʊm
-	-	skamonea	-	-	skammoːnɛam
-	-	skamɔnio	-	-	skammoːnɪʊm
-	skɑ̃de	skandire	eskandiɾ	ʃkɐ̃ŋdiɹ	skandɛrɛ
skɨnduɾə	-	skandola	eskanda	-	skandʊlam
skapulə	-	skapola	eskapula	ʃkapulɐ	skapʊlam
-	-	-	-	ʃkapʊ	skapʊm
-	ɛskaʁbo	skaɾabɛo	eskaɾaβaxo	ʃkɐɾɐveʎʊ	skarabaɪʊm
-	senik	ʃɛniko	-	-	skeːnɪkʊm
-	-	skɛda	-	-	skʰɛdam
-	sedyl	-	θeðula	sɛdulɐ	skʰɛdʊlam
-	ekolje	skolaro	eskolaɾ	ʃkulaɹ	skʰɔlaːrɛm
-	skolastik	skolastiko	eskolastiko	-	skʰɔlastɪkʊm
ʃtijntsifik	sjɑ̃tifik	ʃentifiko	θjentifiko	sieɪŋtifikʊ	skɪɛntɪfɪkʊm
stʃinda	sɛ̃de	ʃindere	esθindiɾ	siŋdiɹ	skɪndɛrɛ
skɨnteje	etɛ̃sɛl	ʃintilla	θenteʎa	seɪŋteʎɐ	skɪntɪllam
skɨnteja	etɛ̃sle	ʃintillare	θenteʎaɾ	seɪŋtɨʎaɹ	skɪntɪllaːrɛ
ʃti	-	-	-	-	skiːrɛ
-	siʁp	ʃirpo	-	-	skɪrpʊm
-	-	ʃissile	-	-	skɪssɪlɛm
-	sisjɔ̃	-	-	-	skɪssɪoːnɛm
ʃtjur	ekyʁœj	skoiattolo	eskilo	ʃkilʊ	skɪuːrʊm
skolopendrə	-	skolopendra	eskolopɛndɾa	-	skɔlɔpɛndram
-	-	zɡombro	-	-	skɔmbrʊm
-	-	skɔmma	-	-	skoːmma
-	-	skopa	eskoβa	ʃkovɐ	skoːpam
-	-	skopare	eskoβaɾ	ʃkuvaɹ	skɔpɛrɛ
-	-	skɔpula	-	-	skoːpʊlam
-	ekœj	skɔʎo	eskoʎo	ʃkoʎʊ	skɔpʊlʊm
skɔaɾe	skoʁi	skɔria	eskoɾja	ʃkɔɾjɐ	skoːrɪam
-	-	skorpɛna	-	-	skɔrpaɪnam
skɔartsə	ekɔʁs	skɔrtsa	-	-	skɔrtɛam
-	-	-	eskweɾθo	-	skɔrtɛʊm
skotsja	ekɔs	skɔtsia	eskoθja	ʃkɔsjɐ	skɔtɪam
-	skʁib	skriba	eskɾiβa	ʃkɹibɐ	skriːbam
-	ekʁɛ̃	skriɲɲo	-	ʃkɹinjʊ	skriːnɪʊm
-	-	-	eskɾitoɾ	-	skriːptoːrɛm
-	-	skrittritʃe	-	-	skriːptriːkɛm
-	ekʁi	-	eskɾito	ʃkɹitʊ	skriːptʊm
skriptuɾə	ekʁityʁ	skrittura	eskɾituɾa	ʃkɹituɾɐ	skriːptuːram
skorbuɾə	-	-	-	-	skrɔbɛm
skrɔafə	-	skrɔfa	-	-	skroːfam
-	skʁypylø	skrupulozo	eskɾupuloso	ʃkɹupulozʊ	skruːpʊloːsʊm
-	-	skrutinio	eskuðɾiɲaɾ	ʃkɹutinjʊ	skruːtɪnɪʊm
-	-	skrutare	eskɾutaɾ	-	skruːtaːrɛ
-	skʁyte	-	eskɾutaɾ	ʃkɹutaɹ	skruːtaːriː
-	-	-	eskura	ʃkuʁɐ	skʊrram
-	skyʁil	skurrile	-	-	skʊrriːlɛm
skutjer	ekyije	skudiɛro	eskuðeɾo	ʃkudeɪɾʊ	skuːtaːrɪʊm
-	ekyɛl	skodɛlla	eskuðiʎa	ʃkudɛlɐ	skʊtɛllam
-	-	skudiʃo	-	-	skʊtɪkam
skut	eky	skudo	eskuðo	ʃkudʊ	skuːtʊm
se	si	se	se	sɨ	seː
sekaɾə	sɛɡl	seɡale	-	-	sɛkaːlɛ
-	sekʁete	setʃɛrnere	sekɾetaɾ	sɛkɹɨtaɹ	seːkɛrnɛrɛ
-	sje	seɡare	seɣaɾ	sɨɡaɹ	sɛkaːrɛ
-	-	sekondare	-	-	sɛkʊndaːrɛ
sekuɾe	-	skure	seɣuɾ	seɡuɾɨ	sɛkuːrɛm
siɡur	syːʁ	-	-	-	seːkuːrʊm
ʃedea	swaʁ	sedere	sentaɾ	seɪŋtaɹ	sɛdeːrɛ
-	-	sɛde	seðe	sedɨ	seːdɛm
-	-	sedare	seðaɾ	sɨdaɹ	seːdaːrɛ
-	-	-	-	sɛdulʊ	seːdʊlʊm
-	-	-	-	seɡnisjɐ	sɛŋnɪtɪam
-	seɡʁeʒe	seɡreɡare	seɣɾeɣaɾ	seɡɹɨɡaɹ	seːɡrɛɡaːrɛ
-	-	seme	semen	-	seːmɛn
-	-	-	semifoɾme	-	seːmɪfoːrmɛm
-	-	semiminima	-	-	seːmɪmɪnɪmam
-	-	-	-	seɪmpiteɾənidadɨ	sɛmpɪtɛrnɪtaːtɛm
-	-	sempitɛrno	sempiteɾno	seɪmpitɛɾənʊ	sɛmpɪtɛrnʊm
senat	sena	senato	senaðo	senadʊ	sɛnaːtʊm
-	-	-	θuθon	-	sɛnɛkɪoːnɛm
-	-	senetta	-	-	sɛnɛktam
-	-	senettute	senektud	-	sɛnɛktʊm
-	-	sene	sene	-	sɛnɛm
senzatsje	sɑ̃sasjɔ̃	sensatsione	sensaθjon	seɪŋsɐsɐ̃ʊ̃	seːnsaːtɪoːnɛm
-	-	sensato	-	-	seːnsaːtʊm
senzwalitate	sɑ̃syalite	sensualita	senswaliðad	seɪŋsuɐlidadɨ	sɛnsʊaːlɪtaːtɛm
sens	sɑ̃s	sɛnso	seso	seɪŋsʊ	seːnsʊm
simtsʲ	sɑ̃tiʁ	sentire	sentiɾ	seɪŋtiɹ	sɛntiːrɛ
sepaɾa	sepaʁe	sepaɾare	sepaɾaɾ	sepɐɾaɹ	seːparaːrɛ
-	ɑ̃səvliʁ	seppellire	sepultaɾ	sepuwtaɹ	sɛpɛliːrɛ
